,train_RMSE,train_MAE,train_R2,valid_RMSE,valid_MAE,valid_R2
1,176.02027893066406,151.36781311035156,-71.15634155273438,142.5092315673828,122.04596710205078,-7.810818672180176
2,145.71412658691406,131.30242919921875,-3.8904905319213867,104.76311492919922,91.2244873046875,-0.059265732765197754
3,108.6426010131836,95.43451690673828,-0.10687339305877686,81.57189178466797,65.92906951904297,0.5582286715507507
4,67.584228515625,53.155067443847656,0.5483464002609253,62.142662048339844,46.91619110107422,0.743885338306427
5,51.85551071166992,39.4036750793457,0.7047105431556702,60.07198715209961,46.49223709106445,0.7439467906951904
6,51.122379302978516,37.86723709106445,0.7179864048957825,51.088748931884766,38.6671028137207,0.7748365998268127
7,50.65378952026367,37.99077224731445,0.7285609841346741,52.92039108276367,40.510738372802734,0.7532769441604614
8,49.7006721496582,37.03898620605469,0.7411596179008484,51.11065673828125,38.347171783447266,0.6815052032470703
9,48.25846481323242,36.06687927246094,0.7477147579193115,50.87002182006836,38.24814224243164,0.785548210144043
10,49.9859733581543,37.327030181884766,0.7356703877449036,48.90554428100586,37.05128860473633,0.7026281356811523
11,48.18019485473633,35.85092544555664,0.7585455179214478,63.65768051147461,50.56903076171875,0.20112502574920654
12,48.969383239746094,36.13779067993164,0.7460352182388306,50.71529769897461,37.773223876953125,0.8007808923721313
13,48.150901794433594,35.87355041503906,0.7541750073432922,52.53627014160156,40.483360290527344,0.6230870485305786
14,47.52407455444336,35.527584075927734,0.7661226987838745,51.402435302734375,38.891571044921875,0.7835885286331177
15,48.65604019165039,36.209285736083984,0.7506603598594666,68.07382202148438,52.93655014038086,0.6904500722885132
16,49.91669845581055,37.431427001953125,0.7301568984985352,47.49776840209961,35.75794219970703,0.7548280358314514
17,48.0305290222168,35.728981018066406,0.759912371635437,52.67790222167969,39.184059143066406,0.6014841198921204
18,47.8563232421875,35.9742431640625,0.7597907185554504,49.32551193237305,36.76320266723633,0.7431899309158325
19,46.508216857910156,34.51096725463867,0.774614155292511,47.226531982421875,34.975746154785156,0.7494421601295471
20,45.97652816772461,34.186519622802734,0.7828094363212585,48.03085708618164,35.53693771362305,0.8084766268730164
